COURSE,E25_LEARNING,E25_MOTIVATION,E25_FEEDBACK,E25_WORKLOAD
26001,"[2, 2, 8, 17, 18]","[7, 8, 16, 9, 6]","[0, 1, 8, 20, 17]","[2, 6, 24, 12, 2]"
26002,"[0, 0, 1, 1, 1]","[0, 2, 1, 0, 0]","[0, 1, 2, 0, 0]","[0, 0, 1, 2, 0]"
26003,,,,
26004,,,,
26005,,,,
26006,,,,
26007,,,,
26008,"[0, 1, 3, 19, 23]","[0, 0, 3, 20, 21]","[0, 1, 3, 21, 19]","[1, 16, 23, 4, 1]"
26009,,,,
26010,"[0, 0, 1, 7, 6]","[0, 1, 6, 3, 4]","[0, 0, 1, 4, 8]","[0, 1, 7, 3, 3]"
26011,,,,
26020,"[10, 37, 37, 26, 16]","[27, 29, 29, 28, 12]","[17, 28, 43, 23, 15]","[7, 20, 53, 23, 22]"
26021,,,,
26022,,,,
26026,,,,
26027,,,,
26028,,,,
26030,,,,
26050,"[1, 6, 13, 38, 39]","[3, 3, 18, 36, 37]","[0, 0, 9, 30, 58]","[7, 19, 47, 18, 6]"
26112,,,,
26113,,,,
26120,,,,
26122,,,,
26124,,,,
26125,,,,
26126,,,,
26127,"[0, 0, 0, 3, 5]","[0, 0, 1, 1, 6]","[0, 0, 1, 2, 5]","[0, 2, 5, 0, 1]"
26128,"[0, 0, 0, 0, 4]","[0, 0, 0, 0, 4]","[0, 0, 0, 0, 4]","[0, 1, 3, 0, 0]"
26130,"[0, 0, 0, 7, 3]","[0, 1, 1, 7, 1]","[0, 0, 2, 5, 3]","[0, 2, 5, 3, 0]"
26133,,,,
26134,"[0, 1, 0, 3, 4]","[1, 1, 0, 2, 4]","[2, 2, 2, 1, 1]","[1, 1, 4, 2, 0]"
26140,,,,
26171,"[0, 1, 9, 19, 13]","[0, 7, 9, 19, 7]","[2, 6, 10, 13, 11]","[2, 5, 23, 9, 3]"
26172,,,,
26173,"[0, 0, 1, 13, 16]","[0, 0, 1, 13, 16]","[0, 1, 1, 18, 10]","[1, 2, 16, 10, 1]"
26174,"[0, 0, 0, 2, 5]","[0, 0, 0, 3, 4]","[0, 0, 1, 2, 4]","[0, 0, 4, 3, 0]"
26199,,,,
26200,"[0, 1, 4, 15, 5]","[1, 4, 9, 8, 3]","[0, 0, 1, 7, 17]","[0, 3, 13, 8, 1]"
26201,,,,
26202,,,,
26211,,,,
26220,,,,
26222,,,,
26225,"[0, 1, 0, 1, 2]","[0, 1, 0, 1, 2]","[1, 0, 0, 1, 2]","[0, 0, 4, 0, 0]"
26231,,,,
26232,,,,
26236,"[0, 0, 0, 0, 3]","[0, 0, 0, 1, 2]","[0, 0, 0, 1, 2]","[0, 0, 2, 1, 0]"
26240,,,,
26241,"[0, 0, 6, 8, 8]","[1, 2, 3, 9, 7]","[0, 4, 5, 8, 5]","[0, 3, 13, 3, 2]"
26245,,,,
26250,,,,
26254,,,,
26255,"[0, 0, 0, 0, 2]","[0, 0, 0, 0, 2]","[0, 0, 0, 1, 1]","[0, 0, 1, 1, 0]"
26260,,,,
26261,"[0, 0, 1, 1, 1]","[0, 0, 0, 3, 0]","[0, 1, 1, 1, 0]","[0, 0, 2, 1, 0]"
26263,,,,
26265,,,,
26271,,,,
26280,,,,
26290,,,,
26299,,,,
26300,"[0, 1, 4, 19, 9]","[2, 3, 7, 16, 5]","[1, 5, 4, 15, 8]","[0, 2, 17, 7, 7]"
26301,,,,
26313,,,,
26316,,,,
26317,,,,
26320,,,,
26322,,,,
26325,,,,
26327,,,,
26330,,,,
26371,"[0, 1, 4, 14, 15]","[0, 1, 3, 14, 15]","[0, 1, 5, 11, 16]","[2, 6, 14, 10, 1]"
26372,,,,
26374,,,,
26400,,,,
26407,"[0, 0, 0, 1, 5]","[0, 0, 3, 0, 3]","[0, 0, 0, 0, 6]","[0, 0, 0, 0, 6]"
26411,"[1, 0, 0, 7, 45]","[1, 0, 4, 12, 36]","[1, 1, 0, 9, 42]","[1, 4, 23, 18, 7]"
26416,"[0, 0, 0, 5, 4]","[0, 0, 2, 3, 4]","[0, 1, 1, 1, 6]","[0, 0, 2, 6, 1]"
26422,"[0, 0, 1, 5, 9]","[0, 4, 2, 6, 2]","[2, 2, 4, 5, 1]","[0, 1, 7, 3, 3]"
26426,,,,
26428,,,,
26432,,,,
26433,"[0, 0, 5, 7, 11]","[0, 2, 5, 11, 5]","[0, 2, 3, 11, 7]","[1, 3, 6, 8, 4]"
26436,,,,
26438,"[1, 0, 0, 4, 12]","[1, 1, 0, 8, 7]","[0, 0, 2, 4, 12]","[0, 1, 7, 7, 3]"
26444,,,,
26446,,,,
26455,,,,
26471,,,,
26473,,,,
26474,"[0, 0, 2, 1, 5]","[0, 1, 2, 4, 1]","[0, 1, 4, 2, 1]","[1, 1, 3, 0, 3]"
26499,,,,
26510,,,,
26610,,,,
26620,,,,
26701,,,,
26702,,,,
26800,"[0, 1, 1, 4, 1]","[0, 5, 0, 2, 0]","[0, 2, 1, 3, 1]","[0, 1, 4, 2, 0]"
26805,"[0, 0, 1, 0, 2]","[0, 0, 0, 0, 3]","[0, 0, 0, 0, 3]","[0, 0, 3, 0, 0]"
26820,"[0, 0, 1, 1, 0]","[0, 0, 1, 1, 0]","[0, 0, 2, 0, 0]","[0, 0, 2, 0, 0]"
26840,,,,
26900,,,,
26906,,,,
26912,,,,
26913,,,,
26920,,,,
26925,,,,
26932,,,,
26933,,,,
26934,,,,
26944,,,,
26950,,,,
26960,,,,
26970,,,,
26980,,,,
26991,,,,
27000,,,,
27001,,,,
27002,"[0, 7, 22, 43, 23]","[0, 4, 28, 41, 21]","[10, 22, 39, 18, 5]","[13, 28, 35, 10, 8]"
27003,"[0, 0, 3, 19, 16]","[0, 1, 8, 11, 18]","[0, 4, 8, 14, 12]","[0, 7, 21, 8, 2]"
27004,,,,
27005,,,,
27007,,,,
27008,,,,
27009,,,,
27010,,,,
27015,,,,
27016,"[1, 2, 7, 29, 33]","[1, 6, 7, 27, 30]","[1, 2, 8, 26, 34]","[4, 15, 34, 11, 7]"
27020,"[75, 49, 46, 22, 11]","[109, 40, 29, 17, 5]","[68, 51, 38, 34, 6]","[22, 29, 105, 29, 14]"
27021,,,,
27022,,,,
27023,,,,
27024,,,,
27025,,,,
27026,"[0, 0, 5, 27, 55]","[1, 2, 19, 34, 31]","[1, 10, 25, 26, 25]","[0, 3, 34, 32, 16]"
27027,"[2, 1, 7, 29, 21]","[1, 2, 11, 19, 28]","[2, 11, 12, 20, 16]","[1, 16, 32, 7, 5]"
27028,,,,
27030,,,,
27032,,,,
27034,,,,
27035,,,,
27040,,,,
27041,,,,
27042,,,,
27051,,,,
27060,,,,
27062,"[1, 1, 2, 8, 12]","[2, 1, 7, 9, 5]","[0, 1, 10, 8, 5]","[0, 0, 10, 8, 6]"
27070,,,,
27075,,,,
27101,,,,
27102,,,,
27104,,,,
27105,,,,
27106,,,,
27107,,,,
27220,,,,
27230,"[1, 2, 2, 17, 16]","[0, 4, 7, 15, 11]","[1, 8, 6, 13, 10]","[0, 3, 22, 9, 4]"
27233,,,,
27246,"[0, 1, 3, 13, 10]","[1, 2, 5, 10, 8]","[4, 5, 7, 6, 4]","[0, 7, 13, 4, 2]"
27247,"[0, 0, 0, 2, 5]","[0, 0, 1, 1, 5]","[0, 0, 3, 1, 3]","[0, 1, 3, 2, 1]"
27250,,,,
27254,,,,
27255,,,,
27256,,,,
27270,,,,
27301,,,,
27302,,,,
27303,,,,
27311,,,,
27321,,,,
27322,,,,
27324,,,,
27325,,,,
27330,,,,
27334,,,,
27405,,,,
27409,,,,
27410,,,,
27411,,,,
27412,,,,
27416,,,,
27417,,,,
27419,,,,
27420,,,,
27421,,,,
27422,,,,
27423,"[0, 6, 15, 22, 19]","[2, 10, 18, 20, 11]","[3, 13, 17, 21, 8]","[0, 6, 37, 12, 7]"
27430,,,,
27432,,,,
27436,"[1, 5, 13, 31, 22]","[4, 13, 23, 20, 12]","[11, 14, 22, 12, 12]","[3, 8, 42, 9, 9]"
27451,,,,
27455,,,,
27460,"[0, 6, 12, 22, 30]","[1, 15, 9, 21, 20]","[4, 7, 17, 19, 20]","[0, 3, 20, 24, 20]"
27461,,,,
27470,,,,
27472,,,,
27500,,,,
27508,,,,
27510,,,,
27610,,,,
27611,,,,
27612,,,,
27615,,,,
27617,,,,
27618,,,,
27619,,,,
27622,,,,
27623,,,,
27624,,,,
27625,,,,
27626,,,,
27633,,,,
27634,,,,
27635,,,,
27636,,,,
27641,,,,
27655,,,,
27665,"[0, 0, 2, 4, 7]","[0, 0, 1, 5, 7]","[0, 0, 1, 8, 4]","[0, 1, 0, 4, 8]"
27666,,,,
27683,,,,
27685,,,,
27689,,,,
27690,,,,
27691,,,,
27692,,,,
27732,,,,
27734,,,,
27750,,,,
27800,,,,
27801,,,,
27802,,,,
27803,,,,
27804,,,,
27805,,,,
27815,,,,
27819,,,,
27820,,,,
27821,,,,
27822,,,,
27823,,,,
27824,,,,
27825,,,,
27826,,,,
27827,,,,
27828,,,,
27830,,,,
27832,,,,
27833,,,,
27838,,,,
27839,,,,
27840,,,,
27845,,,,
27944,,,,
28001,,,,
28010,"[0, 0, 2, 8, 8]","[0, 2, 0, 8, 8]","[0, 2, 1, 6, 9]","[0, 1, 12, 3, 2]"
28012,"[0, 2, 7, 9, 14]","[0, 1, 13, 7, 11]","[0, 1, 3, 13, 14]","[0, 2, 14, 7, 8]"
28016,"[0, 3, 5, 9, 3]","[1, 6, 6, 6, 1]","[1, 5, 2, 11, 1]","[1, 2, 3, 12, 2]"
28017,,,,
28018,,,,
28019,,,,
28020,"[0, 0, 0, 8, 18]","[0, 0, 1, 9, 16]","[0, 0, 0, 6, 20]","[0, 0, 18, 6, 2]"
28021,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
28022,"[0, 1, 2, 4, 7]","[1, 5, 1, 4, 3]","[3, 2, 2, 3, 4]","[0, 0, 4, 5, 5]"
28025,,,,
28121,,,,
28122,,,,
28123,,,,
28124,,,,
28125,"[0, 0, 0, 1, 7]","[1, 0, 0, 4, 3]","[1, 1, 0, 2, 4]","[0, 0, 2, 2, 4]"
28140,"[0, 0, 1, 5, 12]","[0, 1, 2, 5, 10]","[0, 0, 0, 6, 12]","[0, 0, 11, 6, 1]"
28145,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
28150,"[0, 0, 0, 11, 13]","[0, 4, 2, 9, 9]","[1, 6, 9, 5, 3]","[1, 0, 10, 10, 2]"
28155,"[0, 0, 0, 0, 1]","[0, 0, 0, 1, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
28157,,,,
28160,,,,
28165,,,,
28182,,,,
28212,,,,
28213,"[1, 1, 3, 5, 2]","[1, 2, 1, 7, 1]","[2, 1, 3, 5, 1]","[0, 2, 7, 2, 1]"
28214,,,,
28216,,,,
28217,,,,
28221,,,,
28231,,,,
28233,"[0, 2, 9, 20, 31]","[2, 2, 6, 23, 27]","[2, 4, 23, 14, 16]","[0, 5, 31, 11, 11]"
28241,,,,
28242,"[0, 0, 6, 5, 10]","[0, 2, 5, 5, 9]","[1, 3, 6, 9, 2]","[0, 5, 8, 7, 1]"
28244,"[0, 0, 3, 5, 10]","[0, 0, 3, 5, 10]","[0, 1, 2, 5, 10]","[0, 0, 8, 6, 4]"
28246,,,,
28247,,,,
28270,,,,
28271,,,,
28272,,,,
28310,,,,
28311,"[1, 1, 7, 7, 8]","[1, 4, 3, 7, 6]","[2, 2, 4, 2, 11]","[0, 6, 11, 2, 2]"
28315,"[0, 1, 3, 4, 9]","[1, 0, 4, 7, 5]","[3, 1, 7, 4, 2]","[0, 0, 15, 1, 1]"
28316,"[0, 1, 2, 6, 2]","[0, 1, 5, 3, 2]","[0, 0, 0, 1, 10]","[0, 2, 8, 0, 1]"
28322,"[1, 3, 3, 8, 3]","[3, 3, 5, 5, 2]","[0, 1, 7, 5, 4]","[0, 1, 4, 8, 5]"
28342,,,,
28344,,,,
28345,,,,
28346,"[0, 0, 1, 5, 5]","[0, 0, 1, 4, 6]","[0, 0, 1, 3, 7]","[0, 4, 3, 2, 2]"
28350,,,,
28352,,,,
28361,,,,
28410,,,,
28412,"[0, 1, 0, 4, 0]","[0, 0, 0, 1, 4]","[0, 0, 0, 2, 3]","[0, 1, 1, 2, 1]"
28415,,,,
28420,"[0, 0, 6, 23, 14]","[0, 3, 10, 17, 13]","[0, 5, 11, 15, 12]","[0, 1, 21, 14, 6]"
28423,,,,
28434,,,,
28443,,,,
28451,,,,
28455,"[3, 2, 1, 10, 10]","[1, 3, 3, 7, 10]","[6, 5, 4, 5, 4]","[0, 6, 10, 4, 4]"
28480,,,,
28485,"[20, 18, 15, 14, 5]","[19, 19, 14, 10, 9]","[17, 11, 11, 22, 11]","[5, 15, 32, 14, 5]"
28515,,,,
28530,"[0, 3, 3, 11, 14]","[4, 2, 9, 6, 9]","[2, 6, 7, 11, 5]","[1, 2, 7, 10, 11]"
28535,,,,
28720,"[0, 1, 0, 7, 2]","[0, 2, 2, 5, 1]","[4, 1, 1, 3, 1]","[0, 1, 7, 1, 1]"
28725,"[0, 0, 0, 2, 1]","[0, 0, 0, 2, 1]","[0, 0, 0, 2, 1]","[0, 0, 1, 1, 1]"
28730,,,,
28737,,,,
28745,"[0, 1, 4, 5, 4]","[0, 0, 2, 5, 7]","[0, 1, 0, 6, 7]","[0, 0, 6, 6, 2]"
28747,,,,
28750,,,,
28751,,,,
28755,"[0, 0, 0, 0, 2]","[0, 0, 1, 1, 0]","[0, 0, 0, 1, 1]","[0, 0, 1, 1, 0]"
28761,"[1, 2, 2, 5, 4]","[0, 4, 3, 5, 2]","[0, 1, 1, 6, 6]","[1, 0, 5, 6, 2]"
28811,,,,
28831,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
28845,"[0, 0, 0, 8, 1]","[0, 1, 0, 3, 5]","[0, 0, 0, 0, 9]","[0, 1, 6, 2, 0]"
28850,,,,
28852,"[1, 3, 2, 5, 5]","[3, 0, 4, 6, 3]","[0, 3, 5, 4, 4]","[0, 2, 9, 3, 2]"
28855,,,,
28857,"[0, 0, 0, 12, 11]","[1, 0, 3, 12, 7]","[0, 0, 0, 7, 16]","[0, 1, 11, 8, 3]"
28864,,,,
28870,"[10, 22, 35, 37, 16]","[8, 23, 32, 30, 23]","[0, 9, 28, 34, 45]","[6, 15, 59, 26, 10]"
28871,,,,
28872,"[0, 0, 1, 13, 25]","[0, 0, 5, 8, 26]","[1, 4, 8, 12, 13]","[0, 4, 25, 1, 9]"
28885,,,,
28891,,,,
28892,,,,
28894,,,,
28901,,,,
28902,,,,
28904,,,,
28905,,,,
28908,,,,
28909,,,,
28912,,,,
28914,,,,
28915,,,,
28917,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
28920,,,,
28923,,,,
28924,,,,
28925,,,,
28926,,,,
28927,,,,
28928,,,,
28929,,,,
28930,,,,
28931,,,,
28932,,,,
28933,,,,
28934,,,,
28935,,,,
28989,,,,
29900,,,,
29901,,,,
29902,,,,
29903,,,,
29905,,,,
29906,,,,
29907,,,,
29910,,,,
30010,"[0, 1, 5, 9, 12]","[7, 9, 6, 4, 1]","[4, 11, 6, 5, 1]","[0, 1, 6, 15, 5]"
30015,"[0, 0, 1, 5, 16]","[0, 0, 1, 2, 18]","[0, 0, 0, 3, 18]","[2, 5, 12, 0, 2]"
30020,,,,
30021,"[0, 2, 3, 3, 2]","[1, 2, 2, 5, 0]","[1, 2, 4, 2, 1]","[0, 0, 4, 2, 4]"
30030,,,,
30032,"[0, 0, 2, 4, 22]","[0, 1, 2, 5, 20]","[0, 0, 1, 4, 23]","[0, 5, 15, 6, 2]"
30035,"[0, 0, 0, 7, 15]","[0, 1, 4, 7, 10]","[0, 1, 2, 7, 12]","[1, 2, 6, 7, 6]"
30080,,,,
30081,,,,
30082,,,,
30090,,,,
30100,,,,
30101,"[0, 2, 6, 10, 14]","[0, 2, 3, 5, 22]","[0, 3, 2, 15, 12]","[0, 5, 19, 8, 0]"
30102,,,,
30110,,,,
30111,,,,
30120,,,,
30121,,,,
30130,,,,
30131,"[5, 6, 4, 5, 1]","[12, 6, 3, 0, 0]","[13, 5, 3, 0, 0]","[3, 5, 7, 2, 4]"
30140,,,,
30141,,,,
30142,,,,
30150,,,,
30160,,,,
30200,,,,
30201,,,,
30202,"[0, 1, 5, 10, 7]","[2, 0, 9, 9, 3]","[1, 2, 4, 7, 9]","[0, 0, 10, 7, 6]"
30210,,,,
30220,,,,
30221,,,,
30222,,,,
30223,,,,
30224,,,,
30230,"[1, 4, 6, 8, 4]","[0, 6, 7, 6, 4]","[4, 7, 9, 2, 1]","[2, 8, 10, 3, 0]"
30290,,,,
30295,,,,
30300,"[0, 1, 1, 15, 4]","[4, 2, 8, 6, 1]","[2, 5, 2, 10, 2]","[1, 4, 10, 4, 2]"
30310,,,,
30320,,,,
30330,"[0, 0, 0, 3, 7]","[0, 0, 0, 3, 7]","[0, 2, 2, 2, 4]","[0, 0, 5, 3, 2]"
30333,,,,
30340,,,,
30350,"[0, 0, 0, 4, 7]","[0, 0, 1, 4, 5]","[1, 0, 1, 3, 5]","[0, 1, 4, 4, 1]"
30352,,,,
30400,"[0, 0, 4, 9, 21]","[1, 4, 10, 13, 5]","[0, 3, 9, 15, 6]","[0, 1, 9, 14, 9]"
30405,,,,
30410,"[0, 0, 0, 4, 3]","[0, 0, 1, 3, 3]","[0, 0, 3, 1, 3]","[0, 0, 6, 1, 0]"
30415,"[0, 0, 0, 6, 9]","[0, 0, 2, 5, 8]","[1, 1, 3, 6, 4]","[0, 1, 7, 6, 1]"
30417,,,,
30418,,,,
30420,,,,
30421,,,,
30428,,,,
30430,"[0, 0, 1, 0, 4]","[0, 1, 0, 2, 2]","[0, 0, 1, 1, 3]","[0, 2, 1, 2, 0]"
30435,,,,
30445,,,,
30510,,,,
30515,,,,
30530,,,,
30531,,,,
30532,,,,
30533,,,,
30535,,,,
30539,,,,
30540,"[0, 0, 1, 1, 2]","[0, 0, 1, 2, 1]","[0, 0, 0, 1, 3]","[0, 0, 1, 3, 0]"
30545,"[0, 0, 0, 0, 2]","[0, 0, 0, 1, 1]","[0, 0, 0, 1, 1]","[0, 0, 1, 1, 0]"
30550,,,,
30552,"[0, 0, 0, 2, 1]","[0, 0, 0, 0, 3]","[0, 0, 1, 0, 2]","[0, 0, 1, 1, 1]"
30554,,,,
30555,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 1, 0]"
30560,,,,
30561,,,,
30564,,,,
30568,,,,
30570,,,,
30571,,,,
30574,,,,
30575,,,,
30710,,,,
30720,"[0, 0, 1, 2, 5]","[0, 1, 0, 6, 1]","[0, 0, 3, 2, 3]","[0, 0, 4, 3, 1]"
30725,,,,
30730,,,,
30740,,,,
30741,,,,
30742,"[0, 0, 0, 1, 9]","[0, 0, 0, 2, 8]","[0, 0, 1, 2, 7]","[0, 2, 3, 1, 4]"
30745,,,,
30750,,,,
30752,"[0, 1, 1, 5, 8]","[1, 0, 3, 3, 8]","[0, 0, 0, 4, 11]","[0, 3, 9, 0, 3]"
30754,,,,
30755,"[0, 0, 3, 4, 9]","[0, 4, 6, 3, 3]","[2, 5, 5, 2, 2]","[1, 2, 13, 0, 1]"
30757,,,,
30760,,,,
30780,,,,
30784,"[1, 0, 0, 0, 1]","[1, 0, 0, 0, 1]","[1, 0, 1, 0, 0]","[0, 0, 1, 1, 0]"
30785,,,,
30786,,,,
30787,,,,
30788,,,,
30790,,,,
30791,"[0, 0, 0, 0, 2]","[0, 0, 0, 0, 2]","[0, 0, 1, 0, 1]","[0, 0, 1, 0, 1]"
30792,,,,
30794,,,,
30857,,,,
30911,"[0, 0, 0, 0, 2]","[0, 0, 0, 1, 1]","[0, 1, 0, 0, 1]","[0, 1, 1, 0, 0]"
30921,,,,
30930,,,,
30970,,,,
31001,,,,
31003,,,,
31011,,,,
31012,,,,
31013,,,,
31014,,,,
31015,,,,
31021,,,,
31022,,,,
31032,,,,
31033,,,,
31035,,,,
31036,,,,
31037,,,,
31038,,,,
31039,,,,
31070,,,,
31200,,,,
31205,,,,
31210,,,,
31220,,,,
31221,,,,
31230,,,,
31232,,,,
31236,,,,
31237,,,,
31238,,,,
31240,,,,
31241,,,,
31245,,,,
31250,,,,
31260,,,,
31265,,,,
31270,,,,
31280,,,,
31281,,,,
31290,,,,
31300,,,,
31301,,,,
31302,,,,
31305,,,,
31310,,,,
31320,,,,
31321,,,,
31323,,,,
31324,,,,
31340,,,,
31342,,,,
31343,,,,
31344,,,,
31345,,,,
31351,,,,
31352,,,,
31353,,,,
31354,,,,
31357,,,,
31359,,,,
31363,,,,
31365,,,,
31371,,,,
31372,,,,
31373,,,,
31375,,,,
31377,,,,
31380,,,,
31383,,,,
31384,,,,
31385,,,,
31386,,,,
31388,,,,
31389,,,,
31390,,,,
31391,,,,
31392,,,,
31400,,,,
31405,,,,
31412,,,,
31415,,,,
31417,,,,
31418,,,,
31420,,,,
31428,,,,
31430,,,,
31435,,,,
31445,,,,
31470,,,,
31480,,,,
31500,,,,
31501,,,,
31502,,,,
31511,,,,
31512,,,,
31515,,,,
31520,,,,
31521,,,,
31522,,,,
31523,,,,
31524,,,,
31525,,,,
31527,,,,
31528,,,,
31529,,,,
31530,,,,
31531,,,,
31532,,,,
31533,,,,
31534,,,,
31540,,,,
31545,,,,
31547,,,,
31548,,,,
31549,,,,
31550,,,,
31551,,,,
31552,,,,
31553,,,,
31560,,,,
31561,,,,
31565,,,,
31566,,,,
31567,,,,
31569,,,,
31570,,,,
31581,,,,
31583,,,,
31590,,,,
31596,,,,
31597,,,,
31598,,,,
31599,,,,
31605,,,,
31606,,,,
31610,,,,
31630,,,,
31631,,,,
31632,,,,
31633,,,,
31634,,,,
31637,,,,
31700,,,,
31710,,,,
31711,,,,
31713,,,,
31715,,,,
31720,,,,
31721,,,,
31725,,,,
31728,,,,
31730,,,,
31735,,,,
31742,,,,
31745,,,,
31750,,,,
31756,,,,
31761,,,,
31762,,,,
31765,,,,
31770,,,,
31773,,,,
31776,,,,
31778,,,,
31782,,,,
31783,,,,
31784,,,,
31786,,,,
31787,,,,
31789,,,,
31790,,,,
31792,,,,
31795,,,,
31875,,,,
31905,,,,
31906,,,,
31907,,,,
31908,,,,
31910,,,,
31920,,,,
31930,,,,
31931,,,,
31932,,,,
31933,,,,
31940,,,,
33103,,,,
33104,,,,
33206,,,,
33236,,,,
33241,,,,
33250,,,,
33251,,,,
33253,,,,
33255,,,,
33257,,,,
33270,,,,
33281,,,,
33282,,,,
33321,,,,
33322,,,,
33323,,,,
33334,,,,
33336,,,,
33355,,,,
33422,,,,
33435,,,,
33442,,,,
33443,,,,
33445,,,,
33446,,,,
33447,,,,
33470,,,,
33471,,,,
33472,,,,
33473,,,,
33474,,,,
33475,,,,
33476,,,,
33477,,,,
33478,,,,
33480,,,,
33481,,,,
33482,,,,
33483,,,,
33491,,,,
33523,,,,
33524,,,,
33525,,,,
33526,,,,
33527,,,,
33528,,,,
33529,,,,
33621,,,,
33630,,,,
33631,,,,
33641,,,,
33645,,,,
33647,,,,
33651,,,,
33652,,,,
33661,,,,
33681,,,,
33682,,,,
33690,,,,
33691,,,,
33692,,,,
33693,,,,
33694,,,,
33722,,,,
33901,,,,
33902,,,,
33903,,,,
33964,,,,
34019,,,,
34020,,,,
34021,"[0, 0, 2, 4, 7]","[0, 2, 0, 3, 8]","[0, 0, 1, 4, 8]","[0, 2, 7, 2, 2]"
34022,,,,
34023,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 1, 0]"
34024,,,,
34029,"[0, 0, 0, 3, 26]","[0, 1, 2, 8, 18]","[0, 1, 3, 6, 19]","[0, 0, 14, 9, 6]"
34031,,,,
34032,"[0, 1, 0, 0, 4]","[0, 1, 0, 0, 4]","[0, 1, 2, 0, 2]","[0, 0, 2, 2, 1]"
34033,,,,
34034,"[0, 1, 0, 2, 7]","[0, 1, 2, 2, 5]","[0, 0, 2, 2, 6]","[0, 1, 2, 2, 5]"
34038,,,,
34041,,,,
34042,"[0, 0, 0, 1, 3]","[0, 0, 0, 0, 4]","[0, 0, 0, 1, 3]","[0, 0, 1, 2, 1]"
34043,"[0, 0, 0, 0, 2]","[0, 0, 0, 0, 2]","[0, 0, 0, 1, 1]","[0, 0, 0, 1, 1]"
34045,,,,
34046,"[0, 0, 0, 0, 2]","[0, 0, 0, 0, 3]","[0, 0, 0, 1, 2]","[0, 0, 1, 1, 1]"
34047,,,,
34048,,,,
34051,,,,
34052,"[0, 0, 0, 0, 5]","[0, 0, 0, 2, 3]","[0, 0, 1, 2, 2]","[0, 0, 5, 0, 0]"
34053,,,,
34054,,,,
34055,,,,
34057,,,,
34058,,,,
34059,,,,
34060,,,,
34061,,,,
34062,,,,
34063,,,,
34069,,,,
34091,,,,
34092,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
34093,,,,
34094,,,,
34095,,,,
34120,,,,
34121,,,,
34125,,,,
34126,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0]"
34127,,,,
34128,,,,
34129,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
34130,"[0, 0, 0, 1, 12]","[0, 1, 1, 4, 7]","[0, 1, 1, 5, 6]","[0, 1, 3, 3, 6]"
34141,,,,
34150,,,,
34153,,,,
34154,,,,
34155,,,,
34156,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
34190,"[0, 0, 0, 0, 2]","[0, 0, 0, 1, 1]","[0, 0, 0, 0, 2]","[0, 0, 1, 1, 0]"
34191,,,,
34192,,,,
34193,,,,
34194,"[0, 0, 1, 0, 2]","[0, 0, 0, 1, 2]","[0, 0, 0, 0, 3]","[0, 1, 1, 0, 1]"
34195,,,,
34210,,,,
34220,,,,
34225,,,,
34229,,,,
34230,,,,
34231,"[3, 1, 5, 2, 0]","[4, 2, 1, 2, 2]","[1, 1, 3, 4, 2]","[1, 0, 1, 5, 4]"
34240,,,,
34241,,,,
34242,"[0, 2, 0, 6, 5]","[1, 0, 1, 3, 8]","[0, 0, 1, 5, 7]","[1, 1, 6, 3, 2]"
34249,,,,
34250,"[0, 0, 0, 0, 1]","[0, 1, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0]"
34251,"[0, 0, 0, 2, 1]","[0, 0, 0, 3, 0]","[0, 0, 0, 2, 1]","[0, 0, 2, 1, 0]"
34269,,,,
34290,,,,
34291,,,,
34292,,,,
34302,"[0, 0, 4, 6, 7]","[0, 2, 0, 8, 7]","[0, 0, 1, 6, 10]","[0, 3, 10, 4, 0]"
34310,,,,
34311,,,,
34312,,,,
34313,"[0, 2, 0, 10, 14]","[0, 2, 5, 9, 10]","[0, 6, 6, 7, 7]","[0, 6, 10, 5, 5]"
34315,,,,
34316,,,,
34317,,,,
34318,,,,
34319,,,,
34322,,,,
34323,,,,
34324,,,,
34325,,,,
34330,,,,
34331,"[0, 0, 1, 7, 2]","[0, 1, 2, 5, 2]","[1, 2, 4, 3, 0]","[0, 0, 6, 3, 1]"
